date,close,open,high,low,volu,e%
2020-12-4,705.0,700.0,707.0,696.0,5.79,	-0.13%
2020-12-3,700.0,715.0,715.0,698.0,7.07,	-0.54%
2020-12-2,712.0,706.0,717.0,695.0,11.66,	1.91%
2020-12-1,697.0,700.0,708.0,693.0,8.9,	0.69%
2020-11-30,704.0,711.0,718.0,703.0,21.22,	4.60%
2020-11-27,725.0,725.0,731.0,721.0,6.4,	0.29%
2020-11-26,730.0,733.0,737.0,725.0,6.34,	2.81%
2020-11-25,724.0,746.0,748.0,724.0,4.71,	0.30%
2020-11-24,742.0,752.0,752.0,734.0,4.21,	-0.44%
2020-11-23,743.0,754.0,758.0,738.0,8.03,	-1.46%
2020-11-20,747.0,732.0,754.0,723.0,6.06,	-2.28%
2020-11-19,733.0,732.0,738.0,727.0,6.58,	0.29%
2020-11-18,728.0,702.0,728.0,701.0,7.38,	0.57%
2020-11-17,696.0,701.0,703.0,691.0,11.65,	2.81%
2020-11-16,694.0,685.0,695.0,681.0,9.31,	1.80%
2020-11-13,675.0,671.0,677.0,667.0,8.28,	1.84%
2020-11-12,673.0,677.0,683.0,671.0,13.84,	-3.69%
2020-11-11,676.0,662.0,682.0,662.0,6.39,	-0.88%
2020-11-10,686.0,702.0,702.0,681.0,4.54,	0.44%
2020-11-9,702.0,710.0,714.0,693.0,6.12,	-0.58%
2020-11-6,700.0,701.0,704.0,692.0,6.06,	1.63%
2020-11-5,696.0,681.0,696.0,680.0,4.34,	-0.59%
2020-11-4,677.0,671.0,685.0,661.0,4.85,	-1.45%
2020-11-3,665.0,661.0,676.0,660.0,5.09,	-0.43%
2020-11-2,653.0,690.0,690.0,650.0,5.17,	-0.86%
2020-10-30,678.0,678.0,682.0,670.0,4.94,	0.72%
2020-10-29,684.0,670.0,687.0,666.0,3.93,	1.76%
2020-10-28,681.0,685.0,689.0,675.0,5.02,	-1.31%
2020-10-27,685.0,674.0,688.0,672.0,6.97,	0.00%
2020-10-26,674.0,680.0,686.0,672.0,5.71,	-1.43%
2020-10-23,678.0,689.0,694.0,678.0,7.92,	-2.10%
2020-10-22,688.0,688.0,696.0,685.0,21.42,	6.57%
2020-10-21,691.0,704.0,710.0,687.0,15.71,	3.55%
2020-10-20,697.0,688.0,697.0,683.0,17.77,	5.20%
2020-10-19,692.0,683.0,695.0,683.0,3.95,	0.65%
2020-10-16,680.0,689.0,695.0,680.0,5.0,	0.66%
2020-10-15,689.0,693.0,707.0,689.0,6.06,	-0.49%
2020-10-14,689.0,692.0,698.0,687.0,5.46,	1.16%
2020-10-13,699.0,712.0,712.0,693.0,7.73,	3.08%
2020-10-12,714.0,710.0,722.0,699.0,9.0,	-2.50%
2020-10-8,670.0,660.0,677.0,650.0,8.63,	-2.76%
2020-10-7,647.0,617.0,658.0,613.0,6.55,	2.32%
2020-10-6,615.0,618.0,619.0,612.0,7.61,	-2.11%
2020-10-5,611.0,614.0,617.0,610.0,8.11,	0.82%
2020-9-30,607.0,615.0,618.0,607.0,11.4,	2.00%
2020-9-29,610.0,606.0,614.0,606.0,12.57,	-2.92%
2020-9-28,603.0,583.0,607.0,581.0,10.59,	0.98%
2020-9-25,585.0,605.0,608.0,581.0,7.36,	0.33%
2020-9-24,600.0,606.0,616.0,600.0,8.68,	2.35%
2020-9-23,617.0,609.0,619.0,609.0,7.84,	-0.67%
2020-9-22,603.0,614.0,615.0,602.0,7.28,	0.67%
2020-9-21,616.0,614.0,624.0,610.0,10.1,	-1.49%
2020-9-18,611.0,599.0,611.0,591.0,6.68,	1.00%
2020-9-17,599.0,610.0,611.0,593.0,7.04,	-0.83%
2020-9-16,617.0,618.0,628.0,616.0,13.8,	0.00%
2020-9-15,611.0,609.0,614.0,603.0,13.48,	1.17%
2020-9-14,609.0,596.0,610.0,589.0,18.84,	3.47%
2020-9-11,595.0,598.0,603.0,586.0,10.73,	3.60%
2020-9-10,599.0,601.0,607.0,598.0,17.15,	-3.14%
2020-9-9,595.0,594.0,599.0,586.0,13.15,	2.87%
2020-9-8,604.0,602.0,614.0,598.0,14.92,	-3.46%
2020-9-7,598.0,608.0,613.0,593.0,10.78,	-1.87%
2020-9-4,603.0,589.0,610.0,582.0,9.9,	0.68%
2020-9-3,603.0,614.0,615.0,598.0,14.91,	-3.15%
2020-9-2,596.0,605.0,609.0,590.0,21.53,	6.90%
2020-9-1,576.0,559.0,577.0,553.0,34.55,	-7.22%
2020-8-31,556.0,580.0,583.0,552.0,23.6,	-1.30%
2020-8-28,574.0,558.0,575.0,553.0,42.33,	-9.93%
2020-8-27,558.0,583.0,586.0,555.0,6.06,	0.74%
2020-8-26,578.0,585.0,586.0,573.0,9.67,	-0.58%
2020-8-25,589.0,592.0,594.0,584.0,11.41,	0.59%
2020-8-24,585.0,599.0,600.0,583.0,11.11,	-1.88%
2020-8-21,604.0,583.0,606.0,581.0,9.92,	-1.84%
2020-8-20,565.0,603.0,611.0,551.0,11.14,	0.14%
2020-8-19,609.0,618.0,626.0,605.0,14.63,	-3.69%
2020-8-18,617.0,617.0,642.0,617.0,12.89,	0.27%
2020-8-17,685.0,684.0,689.0,677.0,13.0,	-0.27%
2020-8-14,680.0,670.0,683.0,670.0,19.23,	5.17%
2020-8-13,684.0,700.0,702.0,671.0,25.73,	-0.71%
2020-8-12,680.0,684.0,690.0,674.0,15.07,	2.64%
2020-8-11,693.0,698.0,708.0,691.0,13.69,	0.15%
2020-8-10,706.0,696.0,714.0,696.0,14.46,	0.29%
2020-8-7,705.0,730.0,736.0,704.0,36.04,	-6.59%
2020-8-6,732.0,736.0,753.0,730.0,21.29,	7.85%
2020-8-5,730.0,735.0,739.0,722.0,24.42,	-0.30%
2020-8-4,732.0,703.0,732.0,700.0,17.28,	1.96%
2020-8-3,696.0,743.0,743.0,695.0,17.85,	4.24%
2020-7-31,701.0,678.0,707.0,670.0,15.78,	5.99%
2020-7-30,683.0,686.0,694.0,670.0,9.01,	-0.99%
2020-7-29,682.0,683.0,694.0,667.0,8.99,	1.34%
2020-7-28,680.0,741.0,763.0,680.0,7.42,	-1.64%
2020-7-27,728.0,695.0,737.0,691.0,14.63,	-0.33%
2020-7-24,675.0,677.0,703.0,670.0,9.14,	-2.86%
2020-7-23,677.0,658.0,687.0,653.0,10.45,	2.11%
2020-7-22,664.0,659.0,670.0,651.0,17.02,	-5.38%
2020-7-21,637.0,612.0,643.0,612.0,17.16,	-1.51%
2020-7-20,601.0,609.0,611.0,590.0,21.76,	6.96%
2020-7-17,607.0,598.0,608.0,596.0,19.36,	4.92%
2020-7-16,599.0,601.0,612.0,599.0,7.26,	0.68%
2020-7-15,609.0,612.0,618.0,598.0,8.71,	1.92%
2020-7-14,611.0,627.0,628.0,610.0,6.02,	-0.52%
2020-7-13,629.0,626.0,639.0,618.0,7.58,	-0.35%
2020-7-10,616.0,641.0,647.0,616.0,9.48,	2.48%
2020-7-9,651.0,661.0,663.0,640.0,11.97,	-2.59%
2020-7-8,661.0,629.0,674.0,625.0,9.14,	1.05%
2020-7-7,618.0,598.0,632.0,595.0,15.47,	-0.35%
2020-7-6,589.0,587.0,589.0,580.0,17.9,	5.49%
2020-7-3,585.0,575.0,587.0,575.0,22.19,	6.43%
2020-7-2,574.0,577.0,582.0,573.0,5.4,	0.59%
2020-7-1,577.0,590.0,594.0,575.0,6.2,	0.00%
2020-6-30,579.0,569.0,579.0,568.0,11.67,	3.55%
2020-6-29,565.0,566.0,576.0,563.0,7.2,	0.00%
2020-6-24,580.0,572.0,584.0,568.0,12.64,	-0.81%
2020-6-23,574.0,580.0,594.0,558.0,10.69,	-0.70%
2020-6-22,576.0,553.0,576.0,546.0,6.68,	0.50%
2020-6-19,546.0,520.0,560.0,518.0,7.94,	0.61%
2020-6-18,513.0,515.0,515.0,508.0,9.67,	0.10%
2020-6-17,510.0,511.0,516.0,505.0,8.96,	0.82%
2020-6-16,510.0,492.0,510.0,491.5,8.54,	0.00%
2020-6-15,492.5,498.0,505.0,492.5,9.44,	1.03%
2020-6-12,492.5,473.0,495.5,473.0,17.04,	5.09%
2020-6-11,496.5,500.0,509.0,496.0,8.72,	-0.32%
2020-6-10,500.0,495.5,503.0,495.0,9.54,	0.65%
2020-6-9,497.5,491.0,499.5,487.5,10.97,	-0.97%
2020-6-8,494.5,495.5,505.0,493.0,8.15,	0.98%
2020-6-5,494.0,493.0,497.5,491.0,6.68,	0.00%
2020-6-4,490.0,485.0,493.0,482.0,11.32,	4.07%
2020-6-3,490.0,492.0,493.5,487.0,15.48,	-4.84%
2020-6-2,485.0,488.0,490.5,479.5,9.01,	-1.17%
2020-6-1,461.5,468.0,470.0,460.0,18.42,	1.73%
2020-5-29,463.0,460.0,467.0,453.5,22.0,	4.88%
2020-5-28,460.0,468.0,469.0,453.5,25.25,	7.18%
2020-5-27,464.5,465.0,466.0,459.5,5.83,	0.00%
2020-5-26,460.0,460.0,468.0,458.0,8.3,	-2.14%
2020-5-25,460.0,451.5,460.0,449.0,10.51,	3.19%
2020-5-22,442.0,446.5,455.0,440.0,5.09,	-0.73%
2020-5-21,464.5,470.0,472.0,460.5,6.48,	-0.36%
2020-5-20,470.0,467.0,479.0,464.0,6.88,	0.12%
2020-5-19,462.0,462.5,464.0,458.0,8.18,	0.74%
2020-5-18,440.5,452.0,452.0,436.5,10.34,	1.62%
2020-5-15,411.0,414.0,415.5,404.5,7.29,	0.50%
2020-5-14,411.0,417.0,419.0,406.5,11.75,	-3.73%
2020-5-13,420.0,408.5,420.0,407.0,22.05,	4.27%
2020-5-12,407.0,408.0,409.5,404.0,31.51,	6.13%
2020-5-11,410.0,415.5,415.5,407.0,10.77,	0.81%
2020-5-8,411.5,415.0,418.0,411.5,13.19,	6.74%
2020-5-7,411.0,412.0,415.0,411.0,6.03,	-0.71%
2020-5-6,408.0,405.0,409.5,401.5,8.79,	1.45%
2020-5-5,401.5,403.5,405.5,396.0,12.14,	-2.12%
2020-5-4,399.5,404.0,405.0,398.0,11.42,	-4.46%
2020-4-30,415.0,412.0,415.5,405.0,5.98,	0.54%
2020-4-29,398.0,400.0,400.0,386.5,13.32,	1.80%
2020-4-28,375.0,374.5,375.0,363.5,6.87,	-1.09%
2020-4-27,372.0,357.0,374.0,355.5,8.89,	0.00%
2020-4-24,348.5,351.0,353.0,348.0,13.58,	3.98%
2020-4-23,351.0,347.5,351.0,344.0,7.15,	0.43%
2020-4-22,346.0,350.0,352.0,342.0,6.62,	-0.43%
2020-4-21,353.5,367.0,367.0,352.0,8.24,	0.57%
2020-4-20,370.0,371.0,373.5,366.5,6.89,	0.72%
2020-4-17,368.0,379.0,379.0,363.0,10.21,	1.76%
2020-4-16,361.5,361.0,365.5,360.5,8.23,	2.10%
2020-4-15,365.5,370.0,370.5,363.5,6.68,	1.98%
2020-4-14,365.5,354.0,368.5,353.5,10.96,	-2.67%
2020-4-13,351.5,349.0,354.5,348.5,11.16,	-1.03%
2020-4-10,350.0,352.5,352.5,348.0,13.22,	-1.02%
2020-4-9,351.5,356.0,356.0,347.5,11.55,	2.69%
2020-4-8,349.5,346.0,352.0,345.0,20.28,	1.36%
2020-4-7,347.0,348.0,350.0,346.0,13.34,	7.14%
2020-4-6,341.0,346.0,346.0,336.5,20.26,	2.33%
2020-4-1,334.0,333.0,334.0,325.5,17.59,	9.85%
2020-3-31,327.5,339.0,343.5,326.0,25.71,	-9.12%
2020-3-30,336.5,329.5,336.5,323.0,14.13,	-4.44%
2020-3-27,340.0,359.5,359.5,336.5,14.4,	-1.41%
2020-3-26,343.5,339.0,345.0,328.0,12.16,	-6.16%
2020-3-25,334.5,348.0,353.0,330.0,23.63,	1.49%
2020-3-24,330.0,336.0,338.5,326.0,19.31,	-7.44%
2020-3-23,308.0,307.0,314.0,296.0,9.37,	-2.81%
2020-3-20,301.0,296.0,301.0,287.0,11.83,	1.91%
2020-3-19,274.0,291.0,298.5,273.0,11.65,	-3.17%
2020-3-18,301.5,315.5,321.5,301.5,7.68,	-1.69%
2020-3-17,315.5,308.0,328.5,308.0,11.31,	3.91%
2020-3-16,320.0,333.0,342.5,320.0,10.89,	-0.40%
2020-3-13,341.0,307.5,348.0,305.0,10.01,	2.48%
2020-3-12,336.0,356.0,358.5,336.0,11.73,	0.83%
2020-3-11,363.0,373.5,377.0,362.0,14.73,	-4.00%
2020-3-10,373.5,363.5,373.5,362.0,10.99,	-0.92%
2020-3-9,366.5,368.5,371.0,361.0,10.23,	0.40%
2020-3-6,378.5,380.0,382.5,376.5,13.12,	-2.84%
2020-3-5,385.0,377.5,385.0,376.0,7.8,	-1.52%
2020-3-4,370.5,371.5,372.5,364.0,8.18,	1.42%
2020-3-3,372.0,373.0,378.5,371.0,9.01,	-0.89%
2020-3-2,363.0,356.0,368.0,353.5,7.5,	-1.51%
2020-2-27,360.0,376.0,378.0,360.0,9.24,	-1.85%
2020-2-26,375.0,375.0,380.0,373.0,9.18,	-0.73%
2020-2-25,378.5,374.5,383.0,371.0,15.53,	1.74%
2020-2-24,377.0,382.5,384.5,376.0,13.6,	2.95%
2020-2-21,388.0,394.0,394.0,388.0,11.38,	2.63%
2020-2-20,394.0,391.5,394.0,387.5,11.05,	-0.26%
2020-2-19,388.5,395.0,396.0,387.5,10.23,	-0.26%
2020-2-18,392.0,394.0,396.5,392.0,10.51,	0.26%
2020-2-17,398.0,397.5,399.5,394.0,16.36,	-2.43%
2020-2-14,405.5,407.0,408.0,403.5,9.51,	2.23%
2020-2-13,408.5,408.5,412.0,406.5,10.64,	-1.55%
2020-2-12,401.5,398.0,403.5,395.0,10.44,	1.17%
2020-2-11,390.0,382.0,391.5,382.0,22.33,	-8.47%
2020-2-10,380.0,377.5,386.5,375.0,6.17,	-0.36%
2020-2-7,381.0,380.5,385.5,379.0,8.82,	-0.12%
2020-2-6,382.0,381.0,390.5,380.0,13.08,	1.20%
2020-2-5,381.0,390.5,390.5,378.5,26.09,	0.00%
2020-2-4,390.5,384.0,396.5,384.0,19.44,	-1.42%
2020-2-3,382.0,376.5,387.0,373.0,10.24,	-2.31%
2020-1-31,388.0,385.0,393.0,382.0,7.88,	-1.14%
2020-1-30,383.5,400.0,400.5,382.5,7.06,	1.51%
2020-1-20,419.0,421.0,422.0,417.0,9.7,	1.06%
2020-1-17,420.5,428.0,428.0,418.5,11.71,	0.47%
2020-1-16,421.0,419.0,423.5,415.0,8.52,	-2.42%
2020-1-15,416.0,409.0,419.0,406.5,12.38,	-1.59%
2020-1-14,416.0,422.5,424.5,412.5,6.24,	-0.45%
2020-1-13,422.0,432.0,435.0,422.0,5.71,	-0.67%
2020-1-10,432.0,439.5,441.0,426.0,2.91,	0.00%
2020-1-9,437.0,435.0,439.0,432.5,4.17,	-0.56%
2020-1-8,430.5,426.0,436.5,424.0,5.86,	-0.66%
2020-1-7,426.0,428.0,431.0,418.0,2.91,	1.57%
2020-1-6,424.0,428.0,431.5,424.0,3.11,	-0.89%
2020-1-3,434.5,445.0,445.5,423.0,5.69,	0.67%
2020-1-2,441.5,445.0,446.0,440.5,14.5,	-1.87%
2019-12-31,443.5,443.5,446.5,441.0,9.03,	-0.44%
2019-12-30,446.5,446.5,447.5,445.0,11.85,	-0.87%
2019-12-27,446.5,451.5,452.5,446.0,16.79,	4.19%
2019-12-26,449.0,459.5,460.5,449.0,11.21,	2.20%
2019-12-25,452.0,444.0,453.0,444.0,8.98,	1.17%
2019-12-24,445.0,448.0,448.0,444.5,10.3,	-0.35%
2019-12-23,449.0,445.5,450.0,442.0,6.04,	0.94%
2019-12-20,446.0,454.5,454.5,442.0,3.31,	-0.35%
2019-12-19,454.5,455.5,456.0,451.5,10.36,	2.77%
2019-12-18,456.5,460.0,460.0,453.0,5.4,	-1.19%
2019-12-17,460.5,444.0,464.0,443.0,6.04,	-1.06%
2019-12-16,442.0,435.5,443.5,433.0,6.16,	1.56%
2019-12-13,432.5,430.5,434.0,428.0,7.34,	0.36%
2019-12-12,427.5,430.5,432.5,426.5,6.77,	-1.19%
2019-12-11,429.0,423.0,429.0,423.0,11.68,	-2.32%
2019-12-10,425.0,427.0,427.0,423.5,9.88,	2.13%
2019-12-9,426.5,419.0,427.5,418.0,6.12,	0.60%
2019-12-6,415.0,420.5,422.0,415.0,11.09,	0.36%
2019-12-5,420.0,425.0,426.0,420.0,9.09,	1.82%
2019-12-4,424.5,418.0,424.5,416.5,7.32,	0.98%
2019-12-3,418.0,416.5,425.0,416.5,11.78,	-1.81%
2019-12-2,416.5,418.5,425.0,412.0,6.03,	-1.54%
2019-11-29,421.5,434.0,437.0,420.0,3.8,	0.36%
2019-11-28,431.5,425.0,432.5,423.0,3.78,	-0.59%
2019-11-27,422.5,424.0,426.0,420.0,9.91,	2.80%
2019-11-26,420.0,425.0,427.5,418.5,4.92,	0.61%
2019-11-25,418.5,420.0,422.5,416.0,5.13,	-0.49%
2019-11-22,411.0,404.0,412.0,404.0,5.32,	1.61%
2019-11-21,407.0,410.0,412.5,398.0,8.45,	-2.54%
2019-11-20,414.5,421.0,421.0,413.0,13.23,	-2.59%
2019-11-19,421.0,420.0,423.0,417.0,12.57,	-2.07%
2019-11-18,419.5,418.5,421.0,416.5,14.69,	2.12%
2019-11-15,422.0,414.0,426.0,413.5,11.96,	3.16%
2019-11-14,410.5,409.5,413.0,405.0,8.23,	1.73%
2019-11-13,408.0,404.0,414.5,404.0,10.33,	-0.74%
2019-11-12,410.0,405.0,412.5,405.0,24.25,	2.90%
2019-11-11,403.5,412.0,412.0,403.0,11.2,	0.89%
2019-11-8,414.0,425.0,428.0,411.0,13.7,	1.55%
2019-11-7,425.0,428.0,431.0,421.0,7.24,	2.11%
2019-11-6,434.0,425.5,434.0,423.0,8.22,	-0.66%
2019-11-5,425.0,411.5,426.0,411.5,12.75,	2.55%
2019-11-4,412.0,405.0,412.0,404.5,4.06,	0.13%
2019-11-1,405.0,410.0,413.5,403.5,4.97,	0.68%
2019-10-31,408.0,396.5,412.0,395.5,4.63,	-0.27%
2019-10-30,396.5,393.0,399.0,389.5,5.96,	-0.27%
2019-10-29,393.0,393.0,395.5,385.5,8.89,	3.06%
2019-10-28,387.0,382.5,387.0,381.0,12.21,	-1.91%
2019-10-25,379.0,385.0,386.0,379.0,9.99,	-0.94%
2019-10-24,381.5,376.5,381.5,376.0,14.69,	-0.40%
2019-10-23,372.0,370.5,372.0,368.0,8.43,	-3.25%
2019-10-22,371.5,369.5,372.0,367.5,5.09,	0.13%
2019-10-21,369.0,373.0,374.5,368.5,5.09,	-0.39%
2019-10-18,370.0,373.5,374.0,369.0,7.69,	1.58%
2019-10-17,371.0,364.0,372.0,362.0,8.89,	2.02%
2019-10-16,360.0,370.0,372.0,359.0,3.95,	-1.20%
2019-10-15,367.0,370.0,371.5,366.0,7.42,	2.03%
2019-10-14,370.5,371.0,375.0,368.0,9.13,	-1.86%
2019-10-9,372.0,382.0,382.5,372.0,8.22,	-1.05%
2019-10-8,384.5,384.0,385.5,383.0,8.94,	-1.81%
2019-10-7,384.0,386.5,388.0,381.5,4.04,	-0.26%
2019-10-4,385.5,382.5,387.0,382.0,4.62,	0.39%
2019-10-3,379.5,372.0,381.0,367.5,9.4,	1.58%
2019-10-2,372.0,374.0,375.5,372.0,8.44,	-0.39%
2019-10-1,376.5,369.5,376.5,369.0,7.37,	-0.26%
2019-9-27,369.0,376.0,378.0,368.5,9.51,	0.26%
2019-9-26,376.0,382.0,384.0,374.0,10.98,	1.87%
2019-9-25,380.0,382.5,385.0,379.0,9.9,	0.13%
2019-9-24,387.0,388.0,389.0,384.5,7.66,	-0.93%
2019-9-23,388.0,385.5,391.0,384.5,9.05,	-1.18%
2019-9-20,386.5,381.5,388.0,381.5,19.6,	2.14%
2019-9-19,380.5,387.0,388.0,380.5,14.05,	1.90%
2019-9-18,382.0,383.0,384.0,379.0,4.49,	0.68%
2019-9-17,383.0,385.0,388.0,382.5,6.38,	0.27%
2019-9-16,382.0,375.5,384.5,375.5,5.27,	-1.75%
2019-9-12,375.0,381.0,383.0,373.0,5.33,	0.82%
2019-9-11,374.5,376.0,379.5,372.5,10.56,	0.55%
2019-9-10,378.0,380.0,382.0,375.5,8.99,	-0.14%
2019-9-9,382.5,381.5,389.5,378.0,21.84,	5.93%
2019-9-6,374.5,371.0,378.0,368.0,10.36,	0.73%
2019-9-5,367.5,368.5,369.5,364.5,5.59,	0.15%
2019-9-4,365.0,365.0,369.0,362.0,8.02,	-0.72%
2019-9-3,364.0,370.5,370.5,363.0,9.35,	-0.58%
2019-9-2,370.5,367.5,371.5,364.0,11.45,	-1.14%
2019-8-30,367.5,370.5,373.5,365.0,13.46,	-0.57%
2019-8-29,365.5,364.5,366.0,361.5,30.58,	9.63%
2019-8-28,366.0,355.5,367.5,355.0,8.21,	1.74%
2019-8-27,345.5,347.0,348.0,343.0,5.64,	-0.94%
2019-8-26,343.0,337.5,344.5,336.0,4.36,	0.47%
2019-8-23,342.5,347.5,352.0,342.5,3.97,	-1.55%
2019-8-22,345.0,349.0,352.0,342.5,8.15,	2.05%
2019-8-21,347.0,351.0,356.5,347.0,7.16,	-0.47%
2019-8-20,351.0,351.5,354.0,347.0,13.33,	2.91%
2019-8-19,353.0,328.0,353.0,326.5,10.86,	-0.96%
2019-8-16,322.0,317.0,324.5,317.0,9.44,	-1.27%
2019-8-15,316.5,314.5,317.0,313.5,13.59,	0.64%
2019-8-14,319.5,322.0,323.0,318.5,24.48,	-0.16%
2019-8-13,318.0,321.5,322.0,317.0,17.76,	-3.38%
2019-8-12,323.0,318.5,323.0,318.0,17.12,	2.04%
2019-8-8,316.5,316.5,320.5,314.5,9.08,	1.75%
2019-8-7,318.0,313.0,319.5,312.5,4.49,	0.16%
2019-8-6,309.0,305.0,313.0,304.0,5.67,	1.62%
2019-8-5,312.0,313.0,315.5,309.0,8.58,	-2.07%
2019-8-2,316.0,310.5,316.5,309.5,7.59,	1.94%
2019-8-1,314.0,318.0,327.5,314.0,7.7,	1.31%
2019-7-31,314.5,322.0,322.0,309.0,7.33,	0.83%
2019-7-30,325.5,322.0,328.0,320.5,9.63,	-2.58%
2019-7-29,319.0,311.0,319.5,310.0,7.54,	-1.27%
2019-7-26,313.5,309.5,315.0,308.0,5.08,	-0.16%
2019-7-25,313.0,310.0,313.0,308.0,5.19,	-1.10%
2019-7-24,308.0,315.0,315.5,307.5,3.26,	-1.40%
2019-7-23,314.5,310.0,315.0,310.0,6.72,	1.42%
2019-7-22,308.5,306.0,309.5,305.5,4.38,	1.44%
2019-7-19,304.5,307.5,308.0,302.5,3.74,	-0.16%
2019-7-18,302.0,311.0,311.0,301.0,5.71,	-2.18%
2019-7-17,310.0,313.0,314.0,308.5,6.69,	0.63%
2019-7-16,314.0,315.5,317.5,313.0,4.09,	0.47%
2019-7-15,314.5,318.5,319.0,313.5,8.82,	-0.47%
2019-7-12,318.0,321.5,322.0,318.0,7.82,	1.59%
2019-7-11,322.5,320.0,324.0,319.0,8.27,	0.00%
2019-7-10,318.0,317.0,319.0,315.5,4.72,	0.32%
2019-7-9,313.5,314.5,316.0,313.0,5.59,	0.81%
2019-7-8,314.0,312.0,315.5,312.0,3.34,	-0.32%
2019-7-5,321.0,319.5,322.0,318.5,3.26,	-1.27%
2019-7-4,319.0,320.0,320.5,317.5,4.46,	0.64%
2019-7-3,317.5,322.0,326.5,316.0,9.23,	1.13%
2019-7-2,319.0,314.0,319.0,313.5,4.67,	0.49%
2019-7-1,314.0,315.0,317.0,312.5,8.66,	0.00%
2019-6-28,314.0,314.0,315.5,311.0,6.59,	2.66%
2019-6-27,313.0,314.0,315.5,312.5,7.84,	-2.12%
2019-6-26,310.5,312.5,313.0,309.5,4.8,	-0.81%
2019-6-25,311.5,313.5,315.0,309.0,6.91,	0.00%
2019-6-24,315.5,311.5,315.5,310.0,4.51,	0.49%
